pre_release,version,downloads_count
1.11,1.2.4,707
1.11,1.2.3,720
1.11,1.2.2,331
1.11,1.2.1,462
1.11,1.2,717
1.11,1.11rc1,10204
1.11,1.11b1,9771
1.11,1.11a1,8920
1.11,1.10rc1,1293
1.11,1.10b1,2112
1.11,1.10a1,936
1.11,1.10.7,2043
1.11,1.10.6,457529
1.11,1.10.5,701536
1.11,1.10.4,111868
1.11,1.10.3,79952
1.11,1.10.2,93441
1.11,1.10.1,62718
1.11,1.10,82359
1.11,1.1.4,890
1.11,1.1.3,524
pre_release,version,downloads_count
1.10,1.9rc2,408
1.10,1.9rc1,1102
1.10,1.9b1,399
1.10,1.9a1,356
1.10,1.9.9,389
1.10,1.9.8,146231
1.10,1.9.7,487593
1.10,1.9.6,221991
1.10,1.9.5,75839
1.10,1.9.4,46110
1.10,1.9.3,12434
1.10,1.9.2,55335
1.10,1.9.1,31441
1.10,1.9,55994
1.10,1.8c1,451
1.10,1.8b2,315
1.10,1.8b1,374
1.10,1.8a1,328
1.10,1.8.9,19658
1.10,1.8.8,20295
1.10,1.8.7,38308
1.10,1.8.6,16092
1.10,1.8.5,36568
1.10,1.8.4,79314
1.10,1.8.3,41471
1.10,1.8.2,29315
1.10,1.8.14,78046
1.10,1.8.13,317835
1.10,1.8.12,30735
1.10,1.8.11,27886
1.10,1.8.10,25337
1.10,1.8.1,13257
1.10,1.8,72436
1.10,1.7.9,15118
1.10,1.7.8,4994
1.10,1.7.7,17002
1.10,1.7.6,4393
1.10,1.7.5,5498
1.10,1.7.4,6816
1.10,1.7.3,4092
1.10,1.7.2,4143
1.10,1.7.11,51471
1.10,1.7.10,8874
1.10,1.7.1,34659
1.10,1.7,29292
1.10,1.6.9,2714
1.10,1.6.8,7910
1.10,1.6.7,4969
1.10,1.6.6,11354
1.10,1.6.5,23030
1.10,1.6.4,2810
1.10,1.6.3,2246
1.10,1.6.2,33010
1.10,1.6.11,72054
1.10,1.6.10,5806
1.10,1.6.1,6228
1.10,1.6,19623
1.10,1.5.9,1416
1.10,1.5.8,2908
1.10,1.5.7,638
1.10,1.5.6,580
1.10,1.5.5,8435
1.10,1.5.4,7828
1.10,1.5.3,850
1.10,1.5.2,1913
1.10,1.5.12,25111
1.10,1.5.11,1736
1.10,1.5.10,1214
1.10,1.5.1,11762
1.10,1.5,8034
1.10,1.4.9,823
1.10,1.4.8,1458
1.10,1.4.7,402
1.10,1.4.6,650
1.10,1.4.5,31963
1.10,1.4.4,438
1.10,1.4.3,2291
1.10,1.4.22,13887
1.10,1.4.21,2212
1.10,1.4.20,1410
1.10,1.4.2,7214
1.10,1.4.19,761
1.10,1.4.18,1244
1.10,1.4.17,390
1.10,1.4.16,1654
1.10,1.4.15,1159
1.10,1.4.14,576
1.10,1.4.13,2514
1.10,1.4.12,566
1.10,1.4.11,644
1.10,1.4.10,1123
1.10,1.4.1,13205
1.10,1.4,12691
1.10,1.3.7,2845
1.10,1.3.6,402
1.10,1.3.5,595
1.10,1.3.4,401
1.10,1.3.3,573
1.10,1.3.2,370
1.10,1.3.1,6433
1.10,1.3,2715
1.10,1.2.7,1175
1.10,1.2.6,336
1.10,1.2.5,620
1.10,1.2.4,436
1.10,1.2.3,565
1.10,1.2.2,324
1.10,1.2.1,445
1.10,1.2,554
1.10,1.10rc1,9332
1.10,1.10b1,15577
1.10,1.10a1,16185
1.10,1.1.4,866
1.10,1.1.3,480
